obs	sector	hdd	choice	conv_year	house_type	constr_year	nb_rooms	nb_pers	own_rent	surface	age	income	op_cost.1	op_cost.2	op_cost.3	op_cost.4	op_cost.5	op_cost.6	op_cost.7	op_cost.8	op_cost.9	fix_cost.1	fix_cost.2	fix_cost.3	fix_cost.4	fix_cost.5	fix_cost.6	fix_cost.7	fix_cost.8	fix_cost.9	cost_inc1	cost_inc2	cost_inc3	cost_inc4	cost_inc5	cost_inc6	cost_inc7	cost_inc8	cost_inc9	avail.1	avail.2	avail.3	avail.4	avail.5	avail.6	avail.7	avail.8	avail.9
1478	3	5.026	7	0	2	9	6	2	1	1.75	3.2	7.5	0	0	1.372302	1.309199	1.619881	1.563962	1.228005	0.772954	1.114242	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	9.009396	7.412621	7.169291	5.572516	1.185911	4.368682	5.079876	0	0	1	1	1	1	1	1	1
1479	3	5.026	7	0	2	10	8	4	1	1.75	3.2	4.5	0	0	1.936604	1.815549	2.265202	2.15793	1.712088	1.1082	1.561116	0	0	1.228413	0.996155	0.981712	0.749454	0.204377	0.588943	0.683768	0	0	5.527859	4.482697	4.417704	3.372542	0.9196964	2.650241	3.076958	0	0	1	1	1	1	1	1	1
1480	3	5.026	7	0	2	10	6	4	1	1.75	4.2	3.75	0	0	1.670063	1.558957	1.944238	1.845782	1.476116	0.975409	1.350939	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	4.601472	3.730504	3.68142	2.810452	0.617149	2.208534	2.564132	0	0	1	1	1	1	1	1	1
1481	3	5.026	7	0	2	10	4	2	1	0.8	2.8	7.5	0	0	1.160456	1.097352	1.343664	1.287745	1.048667	0.724838	0.967709	0	0	1.225705	0.993447	0.981712	0.749454	0.124769	0.588943	0.683768	0	0	9.19279	7.450854	7.362839	5.620903	0.9357685	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1482	3	5.026	7	0	2	10	5	2	1	0.8	4.8	2.75	0	0	1.275242	1.220149	1.493479	1.444658	1.155295	0.763356	1.05731	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	3.372551	2.733842	2.699708	2.060998	0.3978455	1.619592	1.880363	0	0	1	1	1	1	1	1	1
1483	3	5.026	7	0	3	12	4	2	1	1.25	5.8	2.75	0	0	1.155626	1.100533	1.343809	1.294988	1.048769	0.715269	0.965394	0	0	1.225705	0.993447	0.981712	0.749454	0.124769	0.588943	0.683768	0	0	3.37069	2.73198	2.699708	2.060998	0.3431151	1.619592	1.880363	0	0	1	1	1	1	1	1	1
1484	3	5.026	7	0	2	11	4	3	1	3.25	3.8	3.25	0	0	1.560233	1.472159	1.79948	1.721434	1.411991	0.992853	1.307206	0	0	1.225705	0.993447	0.981712	0.749454	0.124769	0.588943	0.683768	0	0	3.983542	3.228703	3.190564	2.435725	0.4054997	1.914063	2.222248	0	0	1	1	1	1	1	1	1
1485	3	5.026	7	0	2	10	5	4	1	1.25	2.8	2.75	0	0	1.575307	1.446244	1.811804	1.697436	1.381859	0.954413	1.274997	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	3.372551	2.733842	2.699708	2.060998	0.3978455	1.619592	1.880363	0	0	1	1	1	1	1	1	1
1486	3	5.026	7	0	2	11	4	2	1	0.8	2.8	1.75	0	0	1.07312	1.019967	1.253214	1.206113	0.967034	0.643205	0.886077	0	0	1.225705	0.993447	0.981712	0.749454	0.124769	0.588943	0.683768	0	0	2.144984	1.738533	1.717996	1.311544	0.218346	1.030649	1.196595	0	0	1	1	1	1	1	1	1
1487	3	5.026	7	7	2	5	7	4	1	0.8	5.3	7.5	0	0	1.972421	1.847606	2.289294	2.180413	1.771684	1.185508	1.62514	0	0	1.20193	0.989026	0.955905	0.743002	0.575474	0.582491	0.677317	0	0	9.014473	7.417698	7.169291	5.572516	4.316058	4.368682	5.079876	0	0	1	1	1	1	1	1	1
1488	3	5.026	7	0	2	10	6	4	1	1.75	3.2	2.75	0	0	1.864107	1.735044	2.143184	2.028815	1.664146	1.170206	1.540661	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	3.374413	2.735703	2.699708	2.060998	0.4525759	1.619592	1.880363	0	0	1	1	1	1	1	1	1
1489	3	5.026	7	0	2	11	6	4	1	3.25	3.8	5.5	0	0	1.77289	1.642535	2.07698	1.952105	1.487887	0.978605	1.360567	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	6.748826	5.471406	5.399415	4.121996	0.9051518	3.239184	3.760726	0	0	1	1	1	1	1	1	1
1490	3	5.026	7	0	2	10	4	2	1	1.25	6.2	1.75	0	0	1.205321	1.14222	1.410947	1.35503	1.079299	0.705824	0.98593	0	0	1.199899	0.986996	0.955905	0.743002	0.580376	0.582491	0.677317	0	0	2.099823	1.727242	1.672835	1.300254	1.015659	1.019359	1.185305	0	0	1	1	1	1	1	1	1
1491	3	5.026	7	0	2	9	4	2	1	0.8	4.8	3.75	0	0	1.262442	1.19934	1.45669	1.400772	1.1517	0.814336	1.067359	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	4.499621	3.701234	3.584646	2.786258	0.4436907	2.184341	2.539938	0	0	1	1	1	1	1	1	1
1492	3	5.026	7	6	13	4	3	2	1	3.25	3.2	5.5	1.008067	1.024773	1.183057	1.122031	1.358408	1.305172	1.09175	0.785671	1.01523	0.872365	0.859461	1.199222	0.986319	0.955905	0.743002	0.098416	0.582491	0.677317	4.798005	4.727037	6.595721	5.424753	5.25748	4.086512	0.5412856	3.2037	3.725243	1	1	1	1	1	1	1	1	1
1493	3	5.026	7	0	2	9	5	4	1	2.25	3.8	7.5	0	0	1.738519	1.609454	1.995763	1.881393	1.544163	1.087387	1.429969	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	9.197867	7.455932	7.362839	5.620903	1.085033	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1494	3	5.026	7	0	2	10	7	4	1	1.25	3.2	2.75	0	0	1.806239	1.677176	2.100759	1.986391	1.587519	1.04725	1.452451	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	3.376274	2.737565	2.699708	2.060998	0.5073063	1.619592	1.880363	0	0	1	1	1	1	1	1	1
1495	3	5.026	7	5	3	2	6	2	2	1.75	6.2	4.5	0	0	1.491854	1.438574	1.743893	1.697414	1.379701	0.924054	1.265789	0	0	1.201253	0.98835	0.955905	0.743002	0.720082	0.582491	0.677317	0	0	5.405637	4.447573	4.301574	3.34351	3.24037	2.621209	3.047926	0	0	1	1	1	1	1	1	1
1496	3	5.026	7	0	2	10	5	4	1	0.8	4.8	2.75	0	0	1.625932	1.506818	1.868246	1.762694	1.44462	1.013791	1.336913	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	3.301584	2.7161	2.62874	2.043256	0.3801036	1.60185	1.862621	0	0	1	1	1	1	1	1	1
1497	3	5.026	7	0	2	10	6	6	1	1.25	3.2	3.25	1.514018	1.553343	1.917794	1.72277	2.200539	2.027719	1.641279	1.117851	1.510422	0.880752	0.865913	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	2.862443	2.814217	3.987942	3.233104	3.190564	2.435725	0.5348624	1.914063	2.222248	1	1	1	1	1	1	1	1	1
1498	3	5.026	7	0	2	10	6	3	1	1.75	3.8	3.75	0	0	1.521795	1.425712	1.781463	1.696319	1.343008	0.864452	1.223369	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	4.601472	3.730504	3.68142	2.810452	0.617149	2.208534	2.564132	0	0	1	1	1	1	1	1	1
1499	3	5.026	7	6	3	6	5	3	1	1.75	4.2	7.5	0	0	1.532045	1.435961	1.762886	1.677741	1.378415	0.972982	1.277057	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	9.197867	7.455932	7.362839	5.620903	1.085033	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1500	3	5.026	7	6	2	1	6	3	1	1.75	3.2	1.75	0	0	1.504315	1.428763	1.761535	1.695628	1.362125	0.883834	1.242552	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	2.102192	1.729612	1.672835	1.300254	0.2767125	1.019359	1.185305	0	0	1	1	1	1	1	1	1
1501	3	5.026	7	7	2	5	4	4	1	1.25	3.2	3.25	0	0	1.433351	1.318159	1.641996	1.541508	1.275747	0.894605	1.180461	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	3.899671	3.207736	3.106693	2.414757	0.3845319	1.893095	2.20128	0	0	1	1	1	1	1	1	1
1502	3	5.026	7	0	2	11	4	2	1	0.8	3.2	3.75	0	0	1.286271	1.226945	1.483095	1.426263	1.133644	0.81262	1.053388	0	0	1.225705	0.993447	0.981712	0.749454	0.124769	0.588943	0.683768	0	0	4.596395	3.725427	3.68142	2.810452	0.4678843	2.208534	2.564132	0	0	1	1	1	1	1	1	1
1503	3	5.026	7	7	2	1	7	1	2	1.25	8.4	1.25	0	0	1.425114	1.39322	1.70747	1.679647	1.30638	0.77106	1.17255	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	1.53467	1.244348	1.22714	0.9368173	0.2305938	0.7361782	0.8547106	0	0	1	1	1	1	1	1	1
1504	3	5.026	7	5	2	4	5	2	1	1.25	6.8	4.5	0	0	1.45979	1.398764	1.694521	1.641286	1.349159	0.930207	1.244421	0	0	1.200576	0.987673	0.955905	0.743002	0.720082	0.582491	0.677317	0	0	5.402591	4.444527	4.301574	3.34351	3.24037	2.621209	3.047926	0	0	1	1	1	1	1	1	1
1505	3	5.026	7	5	2	4	5	2	1	0.8	5.8	2.25	0	0	1.287815	1.244157	1.522218	1.484133	1.179795	0.743329	1.070678	0	0	1.226382	0.994124	0.981712	0.749454	0.581926	0.588943	0.683768	0	0	2.75936	2.236779	2.208852	1.686271	1.309333	1.325121	1.538479	0	0	1	1	1	1	1	1	1
1506	3	5.026	7	0	2	10	4	3	1	1.75	3.2	2.25	0	0	1.330031	1.233949	1.536655	1.451513	1.1763	0.803527	1.083106	0	0	1.225705	0.993447	0.981712	0.749454	0.124769	0.588943	0.683768	0	0	2.757837	2.235256	2.208852	1.686271	0.2807306	1.325121	1.538479	0	0	1	1	1	1	1	1	1
1507	3	5.026	7	0	2	12	5	2	1	1.75	2.8	5.5	0	0	1.259429	1.204335	1.479972	1.43115	1.135956	0.736119	1.035997	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	6.745102	5.467683	5.399415	4.121996	0.795691	3.239184	3.760726	0	0	1	1	1	1	1	1	1
1508	3	5.026	7	0	2	11	7	4	1	1.75	2.8	2.25	1.459821	1.48384	1.786607	1.667493	2.083879	1.978327	1.575504	1.029885	1.439099	0.872365	0.859461	1.20193	0.989026	0.955905	0.743002	0.580376	0.582491	0.677317	1.96282	1.933788	2.704342	2.22531	2.150787	1.671755	1.305847	1.310605	1.523963	1	1	1	1	1	1	1	1	1
1509	3	5.026	7	0	2	9	8	4	1	1.25	3.8	5.5	0	0	2.001532	1.872468	2.331141	2.216772	1.773137	1.17224	1.622913	0	0	1.228413	0.996155	0.981712	0.749454	0.204377	0.588943	0.683768	0	0	6.756272	5.478853	5.399415	4.121996	1.124073	3.239184	3.760726	0	0	1	1	1	1	1	1	1
1510	3	5.026	7	0	2	9	15	5	1	3.25	5.8	7.5	0	0	3.112476	2.950431	3.679738	3.536143	2.757767	1.703466	2.494192	0	0	1.233152	1.000894	0.981712	0.749454	0.343691	0.588943	0.683768	0	0	9.248637	7.506702	7.362839	5.620903	2.57768	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1511	3	5.026	7	0	2	9	5	4	1	0.8	3.8	4.5	0	0	1.568381	1.439317	1.803137	1.688768	1.37569	0.95163	1.269675	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	5.402591	4.444527	4.301574	3.34351	0.6219877	2.621209	3.047926	0	0	1	1	1	1	1	1	1
1512	3	5.026	7	0	3	10	2	1	2	0.8	3.2	1.75	0	0	0.733407	0.700427	0.843726	0.814501	0.675587	0.487431	0.628548	0	0	1.198545	0.985642	0.955905	0.743002	0.078514	0.582491	0.677317	0	0	2.097454	1.724873	1.672835	1.300254	0.1373988	1.019359	1.185305	0	0	1	1	1	1	1	1	1
1513	3	5.026	7	5	2	5	4	2	1	0.8	7.2	1.25	0.937479	0.952064	1.132158	1.07888	1.325072	1.278595	1.03006	0.673624	0.940951	0.880752	0.865913	1.225705	0.993447	0.981712	0.749454	0.124769	0.588943	0.683768	1.10094	1.082391	1.532132	1.241809	1.22714	0.9368173	0.1559614	0.7361782	0.8547106	1	1	1	1	1	1	1	1	1
1514	3	5.026	7	5	2	2	8	4	1	1.75	5.8	2.25	1.70258	1.736749	2.09837	1.973557	2.451194	2.342314	1.881395	1.22037	1.716139	0.872365	0.859461	1.202607	0.989703	0.955905	0.743002	0.575474	0.582491	0.677317	1.96282	1.933788	2.705865	2.226833	2.150787	1.671755	1.294817	1.310605	1.523963	1	1	1	1	1	1	1	1	1
1515	3	5.026	7	6	4	6	6	4	1	1.25	4.2	4.5	0	0	1.611532	1.492417	1.864814	1.759261	1.419588	0.959504	1.304567	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	5.521766	4.476605	4.417704	3.372542	0.7405787	2.650241	3.076958	0	0	1	1	1	1	1	1	1
1516	3	5.026	7	0	2	9	6	2	1	1.75	3.8	7.5	0	0	1.405375	1.342272	1.656402	1.600483	1.261528	0.802416	1.14675	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	9.202944	7.461009	7.362839	5.620903	1.234298	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1517	3	5.026	7	0	3	9	5	4	1	1.25	3.8	4.5	0	0	1.460059	1.339004	1.684926	1.577654	1.2743	0.86341	1.171577	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	5.51872	4.473559	4.417704	3.372542	0.6510199	2.650241	3.076958	0	0	1	1	1	1	1	1	1
1518	3	5.026	7	0	4	10	6	3	1	1.25	2.8	5.5	0	0	1.39421	1.308075	1.629504	1.553176	1.234854	0.80369	1.127063	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	6.748826	5.471406	5.399415	4.121996	0.9051518	3.239184	3.760726	0	0	1	1	1	1	1	1	1
1519	3	5.026	7	0	3	10	6	4	1	1.75	3.8	4.5	0	0	1.671987	1.542923	1.932774	1.818405	1.467958	0.99328	1.349288	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	5.521766	4.476605	4.417704	3.372542	0.7405787	2.650241	3.076958	0	0	1	1	1	1	1	1	1
1520	3	5.026	7	0	3	10	5	4	2	1.25	3.8	1.75	0	0	1.516798	1.395745	1.744781	1.637511	1.334156	0.923266	1.231434	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	2.101008	1.728427	1.672835	1.300254	0.2418841	1.019359	1.185305	0	0	1	1	1	1	1	1	1
1521	3	5.026	7	0	2	10	6	3	1	1.25	3.8	3.25	0	0	1.534678	1.446604	1.792625	1.714579	1.368208	0.899053	1.25092	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	3.987942	3.233104	3.190564	2.435725	0.5348624	1.914063	2.222248	0	0	1	1	1	1	1	1	1
1522	3	5.026	7	0	2	9	12	6	1	3.25	4.2	3.75	2.370962	2.408673	2.916501	2.729486	3.420099	3.254376	2.565443	1.632291	2.332155	0.880752	0.865913	1.231121	0.998863	0.981712	0.749454	0.488691	0.588943	0.683768	3.302819	3.247174	4.616703	3.745735	3.68142	2.810452	1.83259	2.208534	2.564132	1	1	1	1	1	1	1	1	1
1523	3	5.026	7	0	2	10	7	4	1	2.25	4.2	7.5	1.508601	1.534626	1.853083	1.724019	2.159372	2.045002	1.629235	1.066083	1.488447	0.880752	0.865913	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	6.605637	6.494347	9.208021	7.466085	7.362839	5.620903	1.383563	4.417069	5.128263	1	1	1	1	1	1	1	1	1
1524	3	5.026	7	0	2	9	8	5	1	3.25	3.8	7.5	0	0	2.232428	2.070383	2.588297	2.444701	1.96589	1.317345	1.803754	0	0	1.228413	0.996155	0.981712	0.749454	0.204377	0.588943	0.683768	0	0	9.213099	7.471163	7.362839	5.620903	1.532827	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1525	3	5.026	7	7	2	4	4	2	1	0.8	2.8	5.5	0	0	1.12257	1.071165	1.303853	1.259011	1.031405	0.704986	0.949801	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	6.599444	5.428476	5.25748	4.086512	0.6507464	3.2037	3.725243	0	0	1	1	1	1	1	1	1
1526	3	5.026	7	0	2	9	4	2	1	0.8	5.8	2.75	1.089491	1.1006	1.289034	1.233941	1.510736	1.461916	1.167578	0.768901	1.067909	0.880752	0.865913	1.225705	0.993447	0.981712	0.749454	0.912808	0.588943	0.683768	2.422067	2.38126	3.37069	2.73198	2.699708	2.060998	2.510223	1.619592	1.880363	1	1	1	1	1	1	1	1	1
1527	3	5.026	7	6	13	2	5	2	2	0.8	6.8	3.25	0	0	1.078401	1.034742	1.265478	1.227393	0.986997	0.642235	0.900807	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	3.901871	3.209936	3.106693	2.414757	0.4492133	1.893095	2.20128	0	0	1	1	1	1	1	1	1
1528	3	5.026	7	0	2	10	5	5	1	1.25	3.2	4.5	0	0	1.697416	1.54338	1.945305	1.808808	1.476876	1.027279	1.364477	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	5.51872	4.473559	4.417704	3.372542	0.6510199	2.650241	3.076958	0	0	1	1	1	1	1	1	1
1529	3	5.026	7	0	2	9	6	4	1	1.75	3.2	5.5	0	0	1.63005	1.508995	1.89763	1.790357	1.425688	0.931748	1.302203	0	0	1.227059	0.994801	0.981712	0.749454	0.164573	0.588943	0.683768	0	0	6.748826	5.471406	5.399415	4.121996	0.9051518	3.239184	3.760726	0	0	1	1	1	1	1	1	1
1530	3	5.026	7	0	2	11	5	3	2	1.25	3.8	3.75	0	0	1.33964	1.261514	1.566701	1.49747	1.191252	0.776484	1.08756	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	4.598934	3.727966	3.68142	2.810452	0.5425166	2.208534	2.564132	0	0	1	1	1	1	1	1	1
1531	3	5.026	7	0	2	11	8	2	1	1.75	4.8	7.5	0	0	1.620505	1.56735	1.948565	1.901462	1.445783	0.828571	1.29148	0	0	1.228413	0.996155	0.981712	0.749454	0.340848	0.588943	0.683768	0	0	9.213099	7.471163	7.362839	5.620903	2.556357	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1532	3	5.026	7	0	2	9	7	3	1	1.25	3.8	7.5	0	0	1.69973	1.603646	2.004103	1.918959	1.501469	0.935984	1.360098	0	0	1.227736	0.995478	0.981712	0.749454	0.912808	0.588943	0.683768	0	0	9.208021	7.466085	7.362839	5.620903	6.846063	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1533	3	5.026	7	0	2	10	7	4	1	1.75	3.2	7.5	0	0	1.851422	1.730366	2.158617	2.051344	1.636227	1.073957	1.49566	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	9.208021	7.466085	7.362839	5.620903	1.383563	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1534	3	5.026	7	0	2	11	6	2	1	1.75	4.2	7.5	0	0	1.456494	1.401399	1.72655	1.677728	1.311455	0.815341	1.187426	0	0	1.227059	0.994801	0.981712	0.749454	0.581926	0.588943	0.683768	0	0	9.202944	7.461009	7.362839	5.620903	4.364445	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1535	1	5.026	7	0	2	11	5	1	1	2.25	2.1	1.75	0	0	1.197025	1.164045	1.412689	1.383464	1.097794	0.710858	1.00106	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	2.146169	1.739717	1.717996	1.311544	0.2531744	1.030649	1.196595	0	0	1	1	1	1	1	1	1
1536	1	5.026	7	6	2	5	9	4	1	1.75	3.8	4.5	0	0	2.230452	2.113383	2.611408	2.509283	2.013843	1.30331	1.83621	0	0	1.22909	0.996832	0.981712	0.749454	0.912808	0.588943	0.683768	0	0	5.530905	4.485744	4.417704	3.372542	4.107637	2.650241	3.076958	0	0	1	1	1	1	1	1	1
1537	1	5.026	7	0	2	10	4	3	1	0.8	4.2	4.5	0	0	1.290448	1.204314	1.48853	1.412202	1.151773	0.799024	1.063586	0	0	1.199899	0.986996	0.955905	0.743002	0.118318	0.582491	0.677317	0	0	5.399545	4.441481	4.301574	3.34351	0.5324288	2.621209	3.047926	0	0	1	1	1	1	1	1	1
1538	1	5.026	7	0	2	11	9	2	1	3.25	3.2	5.5	0	0	1.878105	1.815002	2.241628	2.18571	1.68778	1.01334	1.51917	0	0	1.22909	0.996832	0.981712	0.749454	0.581926	0.588943	0.683768	0	0	6.759995	5.482576	5.399415	4.121996	3.200593	3.239184	3.760726	0	0	1	1	1	1	1	1	1
1539	1	5.026	7	0	2	10	7	4	1	2.25	3.2	4.5	1.66299	1.689015	2.012599	1.883535	2.338708	2.224339	1.788249	1.19757	1.640579	0.880752	0.865913	1.227736	0.995478	0.981712	0.749454	0.581926	0.588943	0.683768	3.963382	3.896608	5.524813	4.479651	4.417704	3.372542	2.618667	2.650241	3.076958	1	1	1	1	1	1	1	1	1
1540	1	5.026	7	0	2	9	5	4	1	1.25	3.2	2.25	1.272594	1.297004	1.556227	1.435174	1.794117	1.686845	1.36927	0.939117	1.261732	0.880752	0.865913	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	1.981691	1.948304	2.75936	2.236779	2.208852	1.686271	0.32551	1.325121	1.538479	1	1	1	1	1	1	1	1	1
1541	1	5.026	7	0	2	10	6	3	1	1.25	3.8	2.75	0	0	1.732808	1.644735	2.015416	1.93737	1.56568	1.06223	1.439818	0	0	1.201253	0.98835	0.955905	0.743002	0.575474	0.582491	0.677317	0	0	3.303445	2.717961	2.62874	2.043256	1.582555	1.60185	1.862621	0	0	1	1	1	1	1	1	1
1542	1	5.026	7	0	2	9	7	4	1	1.25	3.8	7.5	0	0	1.814698	1.693642	2.112666	2.005393	1.603522	1.059193	1.46744	0	0	1.20193	0.989026	0.955905	0.743002	0.178023	0.582491	0.677317	0	0	9.014473	7.417698	7.169291	5.572516	1.335176	4.368682	5.079876	0	0	1	1	1	1	1	1	1
1543	1	5.026	7	0	2	10	6	3	1	1.25	4.2	4.5	0	0	1.63603	1.539946	1.899278	1.814134	1.465764	0.993902	1.347799	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	5.405637	4.447573	4.301574	3.34351	0.7115465	2.621209	3.047926	0	0	1	1	1	1	1	1	1
1544	1	5.026	7	8	2	6	9	4	1	1.25	3.2	5.5	0	0	2.101729	1.990623	2.483121	2.384664	1.861581	1.153071	1.684454	0	0	1.22909	0.996832	0.981712	0.749454	0.912808	0.588943	0.683768	0	0	6.759995	5.482576	5.399415	4.121996	5.020446	3.239184	3.760726	0	0	1	1	1	1	1	1	1
1545	1	5.026	7	0	2	11	6	3	1	1.75	3.2	3.25	0	0	1.542025	1.445942	1.806776	1.721632	1.361024	0.872584	1.238914	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	3.904072	3.212136	3.106693	2.414757	0.5138947	1.893095	2.20128	0	0	1	1	1	1	1	1	1
1546	1	5.026	7	0	2	9	8	5	1	1.75	3.2	3.75	0	0	2.20558	2.043536	2.549842	2.406247	1.94605	1.322717	1.790217	0	0	1.202607	0.989703	0.955905	0.743002	0.197925	0.582491	0.677317	0	0	4.509775	3.711388	3.584646	2.786258	0.7422201	2.184341	2.539938	0	0	1	1	1	1	1	1	1
1547	1	5.026	7	0	2	11	5	4	1	1.25	3.8	4.5	0	0	1.589163	1.460099	1.82914	1.714771	1.394197	0.959984	1.285644	0	0	1.226382	0.994124	0.981712	0.749454	0.144671	0.588943	0.683768	0	0	5.51872	4.473559	4.417704	3.372542	0.6510199	2.650241	3.076958	0	0	1	1	1	1	1	1	1
1548	1	5.026	7	0	2	11	6	1	1	2.25	2.1	4.5	0	0	1.243904	1.210924	1.48249	1.453264	1.130218	0.692656	1.020828	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	5.405637	4.447573	4.301574	3.34351	0.7115465	2.621209	3.047926	0	0	1	1	1	1	1	1	1
1549	1	5.026	7	0	2	11	7	5	1	2.25	3.2	4.5	0	0	2.009097	1.855062	2.330437	2.193939	1.758518	1.168744	1.611074	0	0	1.227736	0.995478	0.981712	0.749454	0.184475	0.588943	0.683768	0	0	5.524813	4.479651	4.417704	3.372542	0.8301376	2.650241	3.076958	0	0	1	1	1	1	1	1	1
1550	1	5.026	7	0	2	10	14	4	1	3.25	3.2	3.75	0	0	2.689968	2.560905	3.201668	3.087299	2.378604	1.418685	2.138625	0	0	1.232475	1.000217	0.981712	0.749454	0.323789	0.588943	0.683768	0	0	4.62178	3.750812	3.68142	2.810452	1.214208	2.208534	2.564132	0	0	1	1	1	1	1	1	1
1551	1	5.026	7	0	2	10	5	2	1	1.25	3.2	2.25	0	0	1.18653	1.141386	1.401304	1.3613	1.072435	0.681172	0.97462	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	2.701296	2.222263	2.150787	1.671755	0.3109938	1.310605	1.523963	0	0	1	1	1	1	1	1	1
1552	1	5.026	7	0	2	10	6	2	1	0.8	2.8	2.75	0	0	1.330196	1.267094	1.567197	1.511279	1.190507	0.756025	1.081887	0	0	1.201253	0.98835	0.955905	0.743002	0.158121	0.582491	0.677317	0	0	3.303445	2.717961	2.62874	2.043256	0.434834	1.60185	1.862621	0	0	1	1	1	1	1	1	1
1553	1	5.026	7	0	2	11	9	4	1	3.25	4.2	7.5	0	0	2.186334	2.057269	2.576531	2.462161	1.925868	1.199465	1.744267	0	0	1.22909	0.996832	0.981712	0.749454	0.912808	0.588943	0.683768	0	0	9.218175	7.47624	7.362839	5.620903	6.846063	4.417069	5.128263	0	0	1	1	1	1	1	1	1
1554	1	5.026	7	0	2	11	5	1	1	0.8	3.2	3.25	0	0	1.035421	1.002441	1.232057	1.202832	0.935819	0.574153	0.845403	0	0	1.200576	0.987673	0.955905	0.743002	0.138219	0.582491	0.677317	0	0	3.901871	3.209936	3.106693	2.414757	0.4492133	1.893095	2.20128	0	0	1	1	1	1	1	1	1
1555	1	5.026	7	5	2	3	5	3	1	1.75	3.8	3.75	0	0	1.53021	1.43729	1.780298	1.69924	1.375683	0.911655	1.259676	0	0	1.200576	0.987673	0.955905	0.743002	0.575474	0.582491	0.677317	0	0	4.502159	3.703772	3.584646	2.786258	2.158029	2.184341	2.539938	0	0	1	1	1	1	1	1	1
1556	1	5.026	7	0	2	11	3	1	1	0.8	2.8	3.75	0	0	0.922505	0.889525	1.069194	1.039968	0.853316	0.600498	0.790112	0	0	1.199222	0.986319	0.955905	0.743002	0.098416	0.582491	0.677317	0	0	4.497082	3.698695	3.584646	2.786258	0.3690583	2.184341	2.539938	0	0	1	1	1	1	1	1	1
